date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:09:06	172/172	---M--	200	added ('OK')	text/css	etag:%22ac-562454aa2c500%22	http://www.idffy.it/site_200/blocks/top_header_right_user_image_responsive/style/block_top_header_right_user_image_responsive.css	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/blocks/top_header_right_user_image_responsive/style/block_top_header_right_user_image_responsive.css	(from )
11:09:06	1445/1445	---M--	200	added ('OK')	text/css	etag:%225a5-562454ab20740%22	http://www.idffy.it/site_200/blocks/top_responsive_menu/style/block_top_responsive_menu.css	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/blocks/top_responsive_menu/style/block_top_responsive_menu.css	(from )
11:09:07	732/732	---M--	200	added ('OK')	text/css	etag:%222dc-562454a74fe40%22	http://www.idffy.it/site_200/blocks/footer_menu_responsive/style/block_footer_menu_responsive.css	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/blocks/footer_menu_responsive/style/block_footer_menu_responsive.css	(from )
11:09:07	6232/6232	---M--	200	added ('OK')	application/javascript	etag:%221858-523a28b579440%22	http://www.idffy.it/site_200/js/cookiechoices/cookiechoices.js	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/js/cookiechoices/cookiechoices.js	(from )
11:09:07	30786/30786	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Mar%202018%2016:09:11%20GMT	http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_contents&f4a=build_show_content&content_id=5	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index54d0.html	(from )
11:09:08	8029/8029	---M--	200	added ('OK')	application/javascript	etag:%221f5d-4be03dbe15680%22	http://www.idffy.it/site_200/js/AC_RunActiveContent.js	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/js/AC_RunActiveContent.js	(from )
11:09:11	121200/121200	---M--	200	added ('OK')	text/css	etag:%221d970-5624536e81c40%22	http://www.idffy.it/site_200/js/bootstrap-3.3.7-dist/css/bootstrap.min.css	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/js/bootstrap-3.3.7-dist/css/bootstrap.min.css	(from )
11:09:14	7573/7573	---M--	200	added ('OK')	application/javascript	etag:%221d95-4c151f96ca000%22	http://www.idffy.it/site_200/js/functions.js	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/js/functions.js	(from )
11:09:15	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2003%20Mar%202018%2016:09:19%20GMT	http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_community_area_riservata&f4a=build_show_area_riservata	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index.135bf2.delayed	(from )
11:09:15	20308/20308	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Mar%202018%2016:09:19%20GMT	http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_community_login&f4a=build_tng_community_login_form&rdro=load&rdrm=tng_community_area_riservata&rdra=build_show_area_riservata	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index6fc1.html	(from )
11:09:16	19771/19771	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Mar%202018%2016:09:20%20GMT	http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_community_registration&f4a=build_password_recovery_form	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index00b6.html	(from )
11:09:16	32054/32054	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Mar%202018%2016:09:20%20GMT	http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_community_request_registration&f4a=show_registration_request	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index7a84.html	(from )
11:09:17	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2003%20Mar%202018%2016:09:21%20GMT	http://www.idffy.it/mariadamico/index.php?f4o=post&f4c=user_functions&f4a=exec_set_language&language_lc_code=it	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index.177834.delayed	(from )
11:09:17	33453/33453	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Mar%202018%2016:09:21%20GMT	http://www.idffy.it/mariadamico/index.php	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index-2.html	(from )
11:09:17	236/236	---M--	200	added ('OK')	image/png	etag:%22ec-562454a844080%22	http://www.idffy.it/site_200/blocks/top_header_language_choice_responsive/images/IT.png	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/blocks/top_header_language_choice_responsive/images/IT.png	(from )
11:09:18	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2003%20Mar%202018%2016:09:22%20GMT	http://www.idffy.it/mariadamico/index.php?f4o=post&f4c=user_functions&f4a=exec_set_language&language_lc_code=en	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index.1acb5c.delayed	(from )
11:09:18	37045/37045	---M--	200	added ('OK')	application/javascript	etag:%2290b5-562453706a0c0%22	http://www.idffy.it/site_200/js/bootstrap-3.3.7-dist/js/bootstrap.min.js	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/js/bootstrap-3.3.7-dist/js/bootstrap.min.js	(from )
11:09:18	1418/1418	---M--	200	added ('OK')	image/png	etag:%2258a-562454a844080%22	http://www.idffy.it/site_200/blocks/top_header_language_choice_responsive/images/EN.png	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/blocks/top_header_language_choice_responsive/images/EN.png	(from )
11:09:19	3142/3142	---M--	200	added ('OK')	image/png	etag:%22c46-562453b6fc740%22	http://www.idffy.it/site_200/templates/default_bootstrap/images/logo-d.png	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/templates/default_bootstrap/images/logo-d.png	(from )
11:09:20	33386/33386	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Mar%202018%2016:09:24%20GMT	http://www.idffy.it/mariadamico/index.php?	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/indexd41d.html	(from )
11:09:21	30551/30551	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Mar%202018%2016:09:25%20GMT	http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_community_contattami&f4a=build_contact_me_form	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index7c26.html	(from )
11:09:21	17633/17633	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Mar%202018%2016:09:25%20GMT	http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_community_miei_appuntamenti&f4a=build_show_miei_appuntamenti	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index83bd.html	(from )
11:09:22	18844/18844	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Mar%202018%2016:09:26%20GMT	http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_community_blog&f4a=build_show_blog	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index323e.html	(from )
11:09:23	25512/25512	---M--	200	added ('OK')	image/png	etag:%2263a8-562453b6fc740%22	http://www.idffy.it/site_200/templates/default_bootstrap/images/logo-b.png	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/templates/default_bootstrap/images/logo-b.png	(from )
11:09:23	31866/31866	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Mar%202018%2016:09:27%20GMT	http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_community_job_opportunity&f4a=build_job_oppportunity_main_page	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/indexce3d.html	(from )
11:09:23	26575/26575	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Mar%202018%2016:09:27%20GMT	http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_contents&f4a=build_show_content&content_id=9005	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index1d80.html	(from )
11:09:24	27651/27651	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Mar%202018%2016:09:28%20GMT	http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_contents&f4a=build_show_content&content_id=9012	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index0dff.html	(from )
11:09:24	26517/26517	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Mar%202018%2016:09:28%20GMT	http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_contents&f4a=build_show_content&content_id=9009	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index2a4c.html	(from )
11:09:25	86659/86659	---M--	200	added ('OK')	application/javascript	etag:%2215283-5624537622e40%22	http://www.idffy.it/site_200/js/jquery-3.2.1/jquery-3.2.1.min.js	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/js/jquery-3.2.1/jquery-3.2.1.min.js	(from )
11:09:25	28313/28313	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Mar%202018%2016:09:29%20GMT	http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_contents&f4a=build_show_content&content_id=9001	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index6d77.html	(from )
11:09:25	27371/27371	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Mar%202018%2016:09:29%20GMT	http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_contents&f4a=build_show_content&content_id=9006	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/indexa5d7.html	(from )
11:09:26	27953/27953	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Mar%202018%2016:09:30%20GMT	http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_contents&f4a=build_show_content&content_id=9014	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/indexb1aa.html	(from )
11:09:26	27183/27183	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Mar%202018%2016:09:30%20GMT	http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_contents&f4a=build_show_content&content_id=9004	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index1de0.html	(from )
11:09:27	2338/2338	---M--	200	added ('OK')	text/css	etag:%22922-5624558d25c80%22	http://www.idffy.it/site_200/modules/tng_contents/style/module_tng_contents.css	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/modules/tng_contents/style/module_tng_contents.css	(from http://www.idffy.it/mariadamico/)
11:09:27	0/0	---M--	302	error ('')			http://www.idffy.it/mariadamico/index.php?f4o=post&f4c=user_functions&f4a=exec_set_language&language_lc_code=en	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index.2bcb5c.delayed	(from http://www.idffy.it/mariadamico/)
11:09:27	139854/139854	---M--	200	added ('OK')	application/javascript	etag:%222224e-4be03dc0f1d40%22	http://www.idffy.it/site_200/js/prototype_1.6.1.js	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/js/prototype_1.6.1.js	(from )
11:09:28	3060/3060	---M--	200	added ('OK')	text/css	etag:%22bf4-562454d9db580%22	http://www.idffy.it/site_200/modules/tng_community_login/style/default_bootstrap/module_tng_community_login.css	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/modules/tng_community_login/style/default_bootstrap/module_tng_community_login.css	(from http://www.idffy.it/mariadamico/)
11:09:28	1774/1774	---M--	200	added ('OK')	text/css	etag:%226ee-5624538565240%22	http://www.idffy.it/site_200/js/dialog_box/dialog_box.css	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/js/dialog_box/dialog_box.css	(from http://www.idffy.it/mariadamico/)
11:09:28	5042/5042	---M--	200	added ('OK')	application/javascript	etag:%2213b2-5624538659480%22	http://www.idffy.it/site_200/js/dialog_box/dialog_box.js	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/js/dialog_box/dialog_box.js	(from http://www.idffy.it/mariadamico/)
11:09:28	0/0	---M--	302	error ('')			http://www.idffy.it/mariadamico/index.php?f4o=post&f4c=user_functions&f4a=exec_set_language&language_lc_code=en	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index.2fcb5c.delayed	(from http://www.idffy.it/mariadamico/)
11:09:28	2273/2273	---M--	200	added ('OK')	text/css	etag:%228e1-562454eed6700%22	http://www.idffy.it/site_200/modules/tng_community_registration/style/default_bootstrap/module_tng_community_registration.css	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/modules/tng_community_registration/style/default_bootstrap/module_tng_community_registration.css	(from http://www.idffy.it/mariadamico/)
11:09:29	0/0	---M--	302	error ('')			http://www.idffy.it/mariadamico/index.php?f4o=post&f4c=user_functions&f4a=exec_set_language&language_lc_code=en	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index.32cb5c.delayed	(from http://www.idffy.it/mariadamico/)
11:09:29	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2003%20Mar%202018%2016:09:34%20GMT	http://www.idffy.it/mariadamico/index.php?f4o=post&f4m=tng_community_registration&f4a=exec_password_recovery&data_name=pw_recovery_form	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index.33e1ed.delayed	(from http://www.idffy.it/mariadamico/)
11:09:30	31059/31059	---M--	200	added ('OK')	application/javascript	etag:%227953-4be03dde82300%22	http://www.idffy.it/site_200/js/form_validator/gen_validatorv4.js	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/js/form_validator/gen_validatorv4.js	(from http://www.idffy.it/mariadamico/)
11:09:30	17787/17787	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Mar%202018%2016:09:34%20GMT	http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_community_registration&f4e=051	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/indexb4e6.html	(from http://www.idffy.it/mariadamico/)
11:09:30	2865/2865	---M--	200	added ('OK')	text/css	etag:%22b31-56245502dd640%22	http://www.idffy.it/site_200/modules/tng_community_request_registration_responsive/style/module_tng_community_request_registration_responsive.css	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/modules/tng_community_request_registration_responsive/style/module_tng_community_request_registration_responsive.css	(from http://www.idffy.it/mariadamico/)
11:09:30	0/0	---M--	302	error ('')			http://www.idffy.it/mariadamico/index.php?f4o=post&f4c=user_functions&f4a=exec_set_language&language_lc_code=en	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index.36cb5c.delayed	(from http://www.idffy.it/mariadamico/)
11:09:30	0/0	---M--	302	error ('')			http://www.idffy.it/mariadamico/index.php?f4o=post&f4c=user_functions&f4a=exec_set_language&language_lc_code=en	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index.37cb5c.delayed	(from http://www.idffy.it/mariadamico/)
11:09:30	0/0	---M--	302	error ('')			http://www.idffy.it/mariadamico/index.php?f4o=post&f4c=user_functions&f4a=exec_set_language&language_lc_code=en	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index.38cb5c.delayed	(from http://www.idffy.it/mariadamico/)
11:09:30	6323/6323	---M--	200	added ('OK')	text/css	etag:%2218b3-56253f4588fc6%22	http://www.idffy.it/site_200/modules/tng_community_contattami_responsive/style/module_tng_community_contattami_responsive.css	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/modules/tng_community_contattami_responsive/style/module_tng_community_contattami_responsive.css	(from http://www.idffy.it/mariadamico/)
11:09:30	0/0	---M--	302	error ('')			http://www.idffy.it/mariadamico/index.php?f4o=post&f4c=user_functions&f4a=exec_set_language&language_lc_code=en	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index.3acb5c.delayed	(from http://www.idffy.it/mariadamico/)
11:09:31	8501/8501	---M--	200	added ('OK')	text/css	etag:%222135-5624552bdf700%22	http://www.idffy.it/site_200/modules/tng_community_miei_appuntamenti/style/default_bootstrap/module_tng_community_miei_appuntamenti.css	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/modules/tng_community_miei_appuntamenti/style/default_bootstrap/module_tng_community_miei_appuntamenti.css	(from http://www.idffy.it/mariadamico/)
11:09:31	0/0	---M--	302	error ('')			http://www.idffy.it/mariadamico/index.php?f4o=post&f4c=user_functions&f4a=exec_set_language&language_lc_code=en	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index.3dcb5c.delayed	(from http://www.idffy.it/mariadamico/)
11:09:32	0/0	---M--	302	error ('')			http://www.idffy.it/mariadamico/index.php?f4o=post&f4c=user_functions&f4a=exec_set_language&language_lc_code=en	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index.40cb5c.delayed	(from http://www.idffy.it/mariadamico/)
11:09:33	14919/14919	---M--	200	added ('OK')	text/css	etag:%223a47-5624555e6ae40%22	http://www.idffy.it/site_200/modules/tng_community_blog/style/default_bootstrap/module_tng_community_blog.css	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/modules/tng_community_blog/style/default_bootstrap/module_tng_community_blog.css	(from http://www.idffy.it/mariadamico/)
11:09:33	18911/18911	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Mar%202018%2016:09:37%20GMT	http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_community_blog&f4a=show_blog_by_search	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/indexd1a2.html	(from http://www.idffy.it/mariadamico/)
11:09:33	2959/2959	---M--	200	added ('OK')	text/css	etag:%22b8f-56245517d87c0%22	http://www.idffy.it/site_200/modules/tng_community_job_opportunity_responsive/style/module_tng_community_job_opportunity_responsive.css	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/modules/tng_community_job_opportunity_responsive/style/module_tng_community_job_opportunity_responsive.css	(from http://www.idffy.it/mariadamico/)
11:09:33	0/0	---M--	302	error ('')			http://www.idffy.it/mariadamico/index.php?f4o=post&f4c=user_functions&f4a=exec_set_language&language_lc_code=en	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index.43cb5c.delayed	(from http://www.idffy.it/mariadamico/)
11:09:34	40573/40573	---M--	200	added ('OK')	image/jpeg	etag:%229e7d-562454c7bcac0%22	http://www.idffy.it/site_200/modules/tng_community_contattami_responsive/images/box_contatto_secondario.jpg	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/modules/tng_community_contattami_responsive/images/box_contatto_secondario.jpg	(from http://www.idffy.it/mariadamico/)
11:09:34	161/161	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Mar%202018%2016:09:38%20GMT	http://www.idffy.it/mariadamico/index.php?f4o=post&f4m=tng_community_job_opportunity_responsive&f4a=exec_contact_me&data_name=module_community_job_opportunity_contact_me_form	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/indexe3ae.html	(from http://www.idffy.it/mariadamico/)
11:09:34	0/0	---M--	302	error ('')			http://www.idffy.it/mariadamico/index.php?f4o=post&f4c=user_functions&f4a=exec_set_language&language_lc_code=en	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index.46cb5c.delayed	(from http://www.idffy.it/mariadamico/)
11:09:34	0/0	---M--	302	error ('')			http://www.idffy.it/mariadamico/index.php?f4o=post&f4c=user_functions&f4a=exec_set_language&language_lc_code=en	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index.47cb5c.delayed	(from http://www.idffy.it/mariadamico/)
11:09:34	0/0	---M--	302	error ('')			http://www.idffy.it/mariadamico/index.php?f4o=post&f4c=user_functions&f4a=exec_set_language&language_lc_code=en	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index.48cb5c.delayed	(from http://www.idffy.it/mariadamico/)
11:09:34	0/0	---M--	302	error ('')			http://www.idffy.it/mariadamico/index.php?f4o=post&f4c=user_functions&f4a=exec_set_language&language_lc_code=en	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index.49cb5c.delayed	(from http://www.idffy.it/mariadamico/)
11:09:34	0/0	---M--	302	error ('')			http://www.idffy.it/mariadamico/index.php?f4o=post&f4c=user_functions&f4a=exec_set_language&language_lc_code=en	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index.4acb5c.delayed	(from http://www.idffy.it/mariadamico/)
11:09:34	0/0	---M--	302	error ('')			http://www.idffy.it/mariadamico/index.php?f4o=post&f4c=user_functions&f4a=exec_set_language&language_lc_code=en	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index.4bcb5c.delayed	(from http://www.idffy.it/mariadamico/)
11:09:34	0/0	---M--	302	error ('')			http://www.idffy.it/mariadamico/index.php?f4o=post&f4c=user_functions&f4a=exec_set_language&language_lc_code=en	C:/My%20Web%20Sites/Luis/www.idffy.it/mariadamico/index.4ccb5c.delayed	(from http://www.idffy.it/mariadamico/)
11:09:35	2524/2524	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Mar%202018%2016:09:39%20GMT	http://www.idffy.it/site_200/modules/tng_community_login/style/images/login_table_container_footer_left.jpg	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/modules/tng_community_login/style/images/login_table_container_footer_left.4e.delayed	(from http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_community_login&f4a=build_tng_community_login_form&rdro=load&rdrm=tng_community_area_riservata&rdra=build_show_area_riservata)
11:09:35	2524/2524	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Mar%202018%2016:09:39%20GMT	http://www.idffy.it/site_200/modules/tng_community_login/style/images/login_table_container_footer_center.jpg	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/modules/tng_community_login/style/images/login_table_container_footer_center.4f.delayed	(from http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_community_login&f4a=build_tng_community_login_form&rdro=load&rdrm=tng_community_area_riservata&rdra=build_show_area_riservata)
11:09:35	2524/2524	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Mar%202018%2016:09:40%20GMT	http://www.idffy.it/site_200/modules/tng_community_login/style/images/login_table_container_footer_right.jpg	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/modules/tng_community_login/style/images/login_table_container_footer_right.50.delayed	(from http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_community_login&f4a=build_tng_community_login_form&rdro=load&rdrm=tng_community_area_riservata&rdra=build_show_area_riservata)
11:09:36	897/897	---M--	200	added ('OK')	image/gif	etag:%22381-4be03e0b54cc0%22	http://www.idffy.it/site_200/js/dialog_box/images/dialog_close.gif	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/js/dialog_box/images/dialog_close.gif	(from http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_community_login&f4a=build_tng_community_login_form&rdro=load&rdrm=tng_community_area_riservata&rdra=build_show_area_riservata)
11:09:37	2908/2908	---M--	200	added ('OK')	image/jpeg	etag:%22b5c-4be03e0c48f00%22	http://www.idffy.it/site_200/js/dialog_box/images/error_bg.jpg	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/js/dialog_box/images/error_bg.jpg	(from http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_community_login&f4a=build_tng_community_login_form&rdro=load&rdrm=tng_community_area_riservata&rdra=build_show_area_riservata)
11:09:37	151/151	---M--	200	added ('OK')	image/gif	etag:%2297-4be03e0c48f00%22	http://www.idffy.it/site_200/js/dialog_box/images/error_header.gif	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/js/dialog_box/images/error_header.gif	(from http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_community_login&f4a=build_tng_community_login_form&rdro=load&rdrm=tng_community_area_riservata&rdra=build_show_area_riservata)
11:09:38	2685/2685	---M--	200	added ('OK')	image/jpeg	etag:%22a7d-4be03e0b54cc0%22	http://www.idffy.it/site_200/js/dialog_box/images/warning_bg.jpg	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/js/dialog_box/images/warning_bg.jpg	(from http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_community_login&f4a=build_tng_community_login_form&rdro=load&rdrm=tng_community_area_riservata&rdra=build_show_area_riservata)
11:09:39	151/151	---M--	200	added ('OK')	image/gif	etag:%2297-4be03e0b54cc0%22	http://www.idffy.it/site_200/js/dialog_box/images/warning_header.gif	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/js/dialog_box/images/warning_header.gif	(from http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_community_login&f4a=build_tng_community_login_form&rdro=load&rdrm=tng_community_area_riservata&rdra=build_show_area_riservata)
11:09:39	31419/31419	---M--	200	added ('OK')	image/png	etag:%227abb-4c2e6d387c680%22	http://www.idffy.it/site_200/modules/tng_community_login/images/login_key_logo.png	C:/My%20Web%20Sites/Luis/www.idffy.it/site_200/modules/tng_community_login/images/login_key_logo.png	(from http://www.idffy.it/mariadamico/index.php?f4o=load&f4m=tng_community_login&f4a=build_tng_community_login_form&rdro=load&rdrm=tng_community_area_riservata&rdra=build_show_area_riservata)
